iter	MultiClass
324	0.001148225546
325	0.001148106312
326	0.001147941581
327	0.00114784523
328	0.00114765647
329	0.001147510807
330	0.001146924205
331	0.001146860012
332	0.001146754359
333	0.001146505967
334	0.001146291632
335	0.001146230855
336	0.001146060827
337	0.001145989455
338	0.00114554799
339	0.001145480441
340	0.001145090955
341	0.001144997782
342	0.001144931555
343	0.001144791452
344	0.001144223761
345	0.001144161098
346	0.001144103898
347	0.001142999893
348	0.001142231228
349	0.001142183122
350	0.00114213326
351	0.001141131428
352	0.001141033871
353	0.001140941749
354	0.001140836816
355	0.001140745339
356	0.001140575945
357	0.001140037581
358	0.001139952663
359	0.00113987671
360	0.001139538314
361	0.001139432617
362	0.001139351789
363	0.001139281703
364	0.001139224238
365	0.001139045318
366	0.001138999263
367	0.001138904381
368	0.001138832748
369	0.001138762519
370	0.001138583511
371	0.001138536122
372	0.001138494289
373	0.001138351717
374	0.001138120703
375	0.001138051408
376	0.001137666174
377	0.001137359452
378	0.001136920819
379	0.001136866917
380	0.001136816786
381	0.0011352938
382	0.001135202514
383	0.001135081033
384	0.00113504979
385	0.001134976541
386	0.001134899854
387	0.001134851492
388	0.001134646355
389	0.00113427732
390	0.001134166952
391	0.001134086057
392	0.001133409288
393	0.001133339816
394	0.001133185721
395	0.001132116941
396	0.001132065882
397	0.001131985477
398	0.001131804399
399	0.001131723012
400	0.00113164488
401	0.001131601796
402	0.001131429407
403	0.001131355198
404	0.001131294874
405	0.001131250023
406	0.001131011055
407	0.001130968148
408	0.001130126745
409	0.001129962658
410	0.001129923129
411	0.001129854318
412	0.001129824297
413	0.001129720155
414	0.00112960816
415	0.001128569724
416	0.001128536749
417	0.001128147895
418	0.001128102496
419	0.001127896306
420	0.001127568989
421	0.001127508426
422	0.001127216021
423	0.001127145235
424	0.001127027218
425	0.001126936325
426	0.001126895862
427	0.001126858852
428	0.001126786701
429	0.001126749282
430	0.001126690017
431	0.001126466216
432	0.001126451697
433	0.001126312803
434	0.001126235975
435	0.00112618175
436	0.001126128228
437	0.001126079172
438	0.001126052901
439	0.001125994295
440	0.001125864351
441	0.001125831541
442	0.001125720154
443	0.001125688637
444	0.001125634673
445	0.001124713754
446	0.00112469405
447	0.001124628117
448	0.001124582968
449	0.001124517125
450	0.001123753542
451	0.001122850695
452	0.001122759637
453	0.001122676722
454	0.001122524435
455	0.001122476745
456	0.001122449884
457	0.001122394424
458	0.001122127444
459	0.001122079052
460	0.00112202514
461	0.001121998389
462	0.001121915172
463	0.001121841624
464	0.001121763093
465	0.001119616017
466	0.001119574002
467	0.00111952255
468	0.0011194958
469	0.001119458165
470	0.001119412964
471	0.001119252359
472	0.001119219826
473	0.001119202513
474	0.001119173177
475	0.001118408458
476	0.001118235144
477	0.001118178193
478	0.001118157737
479	0.001118077828
480	0.001118048635
481	0.001117975787
482	0.001117826861
483	0.001117787795
484	0.001117761166
485	0.001117700658
486	0.001117622339
487	0.001117587669
488	0.001117571173
489	0.001117545024
490	0.001117458482
491	0.001116747115
492	0.001116718448
493	0.001116015087
494	0.001115980281
495	0.001115954822
496	0.001115934388
497	0.001115895257
498	0.00111506515
499	0.001114987239
500	0.001114819881
501	0.001114717924
502	0.001114698089
503	0.00111463034
504	0.001114087692
505	0.001114043321
506	0.001114015393
507	0.001113951915
508	0.001113886767
509	0.001113691174
510	0.001113660679
511	0.001112950482
512	0.001112896061
513	0.001112686826
514	0.001112598293
515	0.001111293248
516	0.001111247992
517	0.00111108938
518	0.001111055514
519	0.001111009939
520	0.001110727257
521	0.001110507454
522	0.001110370353
523	0.001110236402
524	0.001110166663
525	0.001109749177
526	0.001109713913
527	0.001109602717
528	0.001109589225
529	0.001109388161
530	0.0011093407
531	0.001109277749
532	0.001109255076
533	0.001109218483
534	0.001109199563
535	0.001109186415
536	0.001109170093
537	0.00110896707
538	0.001108874138
539	0.001108204508
540	0.001108185475
541	0.001108173176
542	0.001108143422
543	0.001108025475
544	0.001108002808
545	0.001107972371
546	0.001107957239
547	0.001107848812
548	0.001107828899
549	0.001107810519
550	0.001107624271
551	0.001107589318
552	0.001107104476
553	0.001107049194
554	0.001106754414
555	0.001106598887
556	0.001106541058
557	0.00110645847
558	0.001105857462
559	0.00110573798
560	0.001105690121
561	0.001105636263
562	0.001105620459
563	0.001105585501
564	0.001105567461
565	0.001105547954
566	0.001105537541
567	0.001105427362
568	0.001104865822
569	0.00110483935
570	0.001104804946
571	0.001104794519
572	0.001104784509
573	0.001104753539
574	0.001103102866
575	0.001103057124
576	0.001103034619
577	0.001102697204
578	0.001102649493
579	0.001102433167
580	0.001101841447
581	0.001101820647
582	0.001101779339
583	0.001101763382
584	0.001101744494
585	0.00110169504
586	0.001101675305
587	0.001101660139
588	0.001101403123
589	0.001101384553
590	0.001101360978
591	0.001101335546
592	0.001101314277
593	0.001100758538
594	0.001100717824
595	0.001100705574
596	0.001100596435
597	0.001100577441
598	0.00110052159
599	0.001100309708
600	0.001100221826
601	0.001099947737
602	0.001099431456
603	0.0010994186
604	0.001099396242
605	0.001097981333
606	0.001097943122
607	0.001097912051
608	0.001097445305
609	0.001097418585
610	0.001097330166
611	0.001097315183
612	0.001097204827
613	0.001097126611
614	0.001097107322
615	0.001097099898
616	0.001097080175
617	0.001097046524
618	0.001097035997
619	0.001096896186
620	0.001096015227
621	0.001095945874
622	0.001095931826
623	0.001095882533
624	0.00109585454
625	0.001095846262
626	0.001095825257
627	0.001094661536
628	0.001094648385
629	0.00109461084
630	0.001094597226
631	0.001094591005
632	0.00109420922
633	0.001094190832
634	0.001094102806
635	0.001094079221
636	0.001094007811
637	0.001093770605
638	0.001093753339
639	0.001093429223
640	0.001093259632
641	0.001093187448
642	0.001093150974
643	0.001093139828
644	0.001093128856
645	0.001093083181
646	0.001092873535
647	0.001092837167
648	0.001092804441
649	0.001092408106
650	0.001092399529
651	0.001092275708
652	0.001092233633
653	0.00109221955
654	0.001092203783
655	0.001092194689
656	0.00109218771
657	0.00109207453
658	0.001091631087
659	0.001091619828
660	0.001091602027
661	0.001091577095
662	0.001091565827
663	0.001091543754
664	0.00109150305
665	0.001091491114
666	0.001091401271
667	0.001091326685
668	0.00109123991
669	0.001090749283
670	0.001090699649
671	0.001090181528
672	0.001089896554
673	0.001089883621
674	0.001089619454
675	0.001089605284
676	0.00108929572
677	0.001089250117
678	0.00108923985
679	0.00108874609
680	0.001088732144
681	0.001088710001
682	0.001088648559
683	0.001088635811
684	0.001088624046
685	0.001088579825
686	0.001088571445
687	0.001088520325
688	0.001088501872
689	0.001088473528
690	0.001088466632
691	0.001088425144
692	0.001088406778
693	0.001088366638
694	0.001088352854
695	0.001088242557
696	0.001088211431
697	0.001087883705
698	0.001087393523
699	0.001087368798
700	0.001087359978
701	0.001087345914
702	0.001087324302
703	0.001087280834
704	0.001087100458
705	0.001087032805
706	0.001086540978
707	0.001086464102
708	0.00108644116
709	0.001086399936
710	0.001086381061
711	0.001086324302
712	0.001086264105
713	0.001086243713
714	0.001086200889
715	0.001086194778
716	0.001086184528
717	0.001086177255
718	0.001086162001
719	0.001086045656
720	0.001086011281
721	0.001085859892
722	0.001085856445
723	0.001085839239
724	0.001085809082
725	0.001085423511
726	0.001085357334
727	0.001085307339
728	0.001085147991
729	0.001085125759
730	0.001084981328
731	0.001084960093
732	0.001084950215
733	0.001084872436
734	0.00108453611
735	0.00108453045
736	0.001084519583
737	0.0010841935
738	0.001084162807
739	0.00108414816
740	0.001084137073
741	0.001084118298
742	0.001084093469
743	0.001084019002
744	0.001084007337
745	0.001083977094
746	0.001083926118
747	0.001083898733
748	0.001083587797
749	0.001083580676
750	0.00108357833
751	0.00108356738
752	0.001083559674
753	0.001083553292
754	0.001083538918
755	0.001083524994
756	0.001083508753
757	0.001083482177
758	0.001083475329
759	0.001083466696
760	0.001083454449
761	0.001083440055
762	0.001083090643
763	0.001083069005
764	0.001083054657
765	0.001083043567
766	0.001082987966
767	0.001082970536
768	0.001082958232
769	0.001082484733
770	0.001082478455
771	0.001082253593
772	0.001082203341
773	0.001082199891
774	0.001081673237
775	0.001081551493
776	0.001081536861
777	0.001081522859
778	0.001081516258
779	0.001081502122
780	0.001081466378
781	0.00108144392
782	0.001081435779
783	0.001081421486
784	0.001081408403
785	0.001081394367
786	0.001081337702
787	0.001081290775
788	0.001081287204
789	0.001080901543
790	0.001080886026
791	0.001080875158
792	0.001080859561
793	0.001080833079
794	0.00108076745
795	0.001080689278
796	0.00108030659
797	0.00108028813
798	0.0010802098
799	0.001080065493
800	0.001079925052
801	0.00107991598
802	0.001079908776
803	0.00107984618
804	0.001079793565
805	0.001079790941
806	0.001079770024
807	0.001079763744
808	0.001079759358
809	0.001079636131
810	0.001079632076
811	0.001079617872
812	0.00107960349
813	0.001079596636
814	0.001079470322
815	0.001079461615
816	0.001079406325
817	0.001079403602
818	0.001079365869
819	0.00107903206
820	0.001079026742
821	0.001079020442
822	0.001079017754
823	0.001079011887
824	0.001078959057
825	0.001078888344
826	0.001078826784
827	0.00107874786
828	0.001078332922
829	0.001078230053
830	0.001078223965
831	0.001078189952
832	0.001078181283
833	0.001078170592
834	0.001078166402
835	0.001078119635
836	0.001077996305
837	0.001077991903
838	0.001077985155
839	0.001077976934
840	0.001077911162
841	0.001077903137
842	0.001077899775
843	0.001077857189
844	0.00107784676
845	0.001077839113
846	0.001077289845
847	0.001077088416
848	0.001076352619
849	0.001076313734
850	0.0010763099
851	0.0010761716
852	0.001076152044
853	0.001076146066
854	0.001076132954
855	0.001076127028
856	0.001076097598
857	0.001075941413
858	0.001075935213
859	0.001075788503
860	0.001075135327
861	0.001074887622
862	0.001074877448
863	0.001074840788
864	0.00107482592
865	0.001074715366
866	0.001074707313
867	0.001074704718
868	0.001074633927
869	0.001074602199
870	0.001073534383
871	0.001073264094
872	0.00107325391
873	0.001073246988
874	0.00107321714
875	0.001073149931
876	0.001073121542
877	0.001072880587
878	0.001072865067
879	0.001072786935
880	0.001072732155
881	0.001071899263
882	0.001071892842
883	0.001071887388
884	0.001071872702
885	0.001071844373
886	0.001071827219
887	0.00107181709
888	0.001071770919
889	0.001071237289
890	0.001071200307
891	0.001071197164
892	0.001071192296
893	0.001070894393
894	0.001070888932
895	0.001070875312
896	0.001070737339
897	0.001070720297
898	0.001070713022
899	0.001070708545
900	0.001070699466
901	0.001070675727
902	0.001070457458
903	0.001070449563
904	0.001070402323
905	0.001070348335
906	0.001070304928
907	0.001070271267
908	0.001070268782
909	0.00107026682
910	0.001070248912
911	0.001070142158
912	0.001070124625
913	0.001070083149
914	0.00107003248
915	0.001070024944
916	0.001070022884
917	0.001070017594
918	0.001070013032
919	0.00107001153
920	0.001070006624
921	0.001069973508
922	0.001069969515
923	0.001069955325
924	0.001069950908
925	0.001069947623
926	0.001069939101
927	0.001069929613
928	0.001069925047
929	0.001069902186
930	0.001069889859
931	0.001069821207
932	0.001069817471
933	0.001069809698
934	0.001069802101
935	0.00106978325
936	0.001069754063
937	0.001069725339
938	0.001069682291
939	0.001069632836
940	0.00106957807
941	0.001069510789
942	0.001069480005
943	0.001068859258
944	0.001068856931
945	0.001068799615
946	0.001068794489
947	0.001068722761
948	0.001068683784
949	0.001068639997
950	0.001068623343
951	0.001068612749
952	0.001068565815
953	0.001068444306
954	0.001068392612
955	0.001068388257
956	0.001068121431
957	0.001068115859
958	0.00106810784
959	0.001068053033
960	0.001068044457
961	0.001068039448
962	0.001068031449
963	0.001068021872
964	0.001068018589
965	0.001068016668
966	0.001067985157
967	0.001067983533
968	0.001067981616
969	0.001067963072
970	0.001067952964
971	0.001067655367
972	0.001067651577
973	0.001067648418
974	0.001067632902
975	0.001067619029
976	0.001067521895
977	0.001067508446
978	0.001067469084
979	0.001067460839
980	0.001067450129
981	0.001067412543
982	0.001067186861
983	0.001067177215
984	0.001067133077
985	0.001067129302
986	0.001067125758
987	0.001067118
988	0.001067116213
989	0.001067014862
990	0.001066965134
991	0.001066959529
992	0.001066955669
993	0.001066945411
994	0.001066310049
995	0.001066299919
996	0.001066293705
997	0.001065905777
998	0.001065902474
999	0.001065493917
